"","fy","fund","agency","source","interfund_trans","from_fund","source_name","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","source_name_AWM","rev_type","rev_type_name","amnesty","local","type_assigned","med_option_recent","rev_type_new"
"456",2022,"0001","103","0441",NA,"9999","REIMBURSE AUDITS-DPA",288618,"rev_ioc_22.08.01","GENERAL REVENUE","AUDITOR GENERAL",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","REIMBURSE AUDITS-DPA","78",".",NA,0,NA,0,"78"
"457",2021,"0342","103","0442",NA,NA,"REIMBURSE AUDITS-LOCAL FUNDS",2580150,NA,"AUDIT EXPENSE","AUDITOR GENERAL","D","SPECIAL STATE FUNDS","0342","0342","0",NA,"1","AUDIT EXPENSE","D","Special State Funds","1","1","REIMBURSE AUDITS-LOCAL FUNDS","78",".",NA,0,NA,0,"78"
"458",2022,"0342","103","0442",NA,"9999","REIMBURSE AUDITS-LOCAL FUNDS",2257339,"rev_ioc_22.08.01","AUDIT EXPENSE","AUDITOR GENERAL",NA,NA,"0342","0342","0",NA,"1","AUDIT EXPENSE","D","Special State Funds","1","1","REIMBURSE AUDITS-LOCAL FUNDS","78",".",NA,0,NA,0,"78"
"459",2021,"0523","426","0446",NA,NA,"ELECTRIC DEVICE MONITOR SYS",6200,NA,"DEPT OF CORRECTIONS REIMBURSEM","CORRECTIONS","D","SPECIAL STATE FUNDS","0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","ELECTRIC DEVICE MONITOR SYS","78",".",NA,0,NA,0,"78"
"460",2022,"0523","426","0446",NA,"9999","ELECTRIC DEVICE MONITOR SYS",3962.5,"rev_ioc_22.08.01","DEPT OF CORRECTIONS REIMBURSEM","CORRECTIONS",NA,NA,"0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","ELECTRIC DEVICE MONITOR SYS","78",".",NA,0,NA,0,"78"
"461",2021,"0523","426","0447",NA,NA,"INMATE MAINTENANCE RECOVERED",72525.29,NA,"DEPT OF CORRECTIONS REIMBURSEM","CORRECTIONS","D","SPECIAL STATE FUNDS","0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","INMATE MAINTENANCE RECOVERED","78",".",NA,0,NA,0,"78"
"462",2021,"0523","426","0449",NA,NA,"REIM-LIBRARY CARDS,COPIES",153254.02,NA,"DEPT OF CORRECTIONS REIMBURSEM","CORRECTIONS","D","SPECIAL STATE FUNDS","0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","REIM-LIBRARY CARDS,COPIES","78",".",NA,0,NA,0,"78"
"463",2022,"0523","426","0449",NA,"9999","REIM-LIBRARY CARDS,COPIES",157557.58,"rev_ioc_22.08.01","DEPT OF CORRECTIONS REIMBURSEM","CORRECTIONS",NA,NA,"0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","REIM-LIBRARY CARDS,COPIES","78",".",NA,0,NA,0,"78"
"464",2021,"0523","425","0450",NA,NA,"OTHER INMATE COSTS RECOVERED",2572.9,NA,"DEPT OF CORRECTIONS REIMBURSEM","JUVENILE JUSTICE","D","SPECIAL STATE FUNDS","0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","OTHER INMATE COSTS RECOVERED","78",".",NA,0,NA,0,"78"
"465",2021,"0523","426","0450",NA,NA,"OTHER INMATE COSTS RECOVERED",318048.02,NA,"DEPT OF CORRECTIONS REIMBURSEM","CORRECTIONS","D","SPECIAL STATE FUNDS","0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","OTHER INMATE COSTS RECOVERED","78",".",NA,0,NA,0,"78"
"466",2022,"0523","425","0450",NA,"9999","OTHER INMATE COSTS RECOVERED",2750.3,"rev_ioc_22.08.01","DEPT OF CORRECTIONS REIMBURSEM","JUVENILE JUSTICE",NA,NA,"0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","OTHER INMATE COSTS RECOVERED","78",".",NA,0,NA,0,"78"
"467",2022,"0523","426","0450",NA,"9999","OTHER INMATE COSTS RECOVERED",338651.37,"rev_ioc_22.08.01","DEPT OF CORRECTIONS REIMBURSEM","CORRECTIONS",NA,NA,"0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","OTHER INMATE COSTS RECOVERED","78",".",NA,0,NA,0,"78"
"468",2021,"0303","416","0454",NA,NA,"REIMBURSEMENT/THIRD PARTY",81774.47,NA,"STATE GARAGE REVOLVING","CENTRAL MANAGEMENT","H","REVOLVING FUNDS","0303","0303","0",NA,"1","STATE GARAGE REVOLVING","H","Revolving Funds","1","1","REIMBURSEMENT/THIRD PARTY","36",".",NA,0,NA,0,"36"
"469",2022,"0303","416","0454",NA,"9999","REIMBURSEMENT/THIRD PARTY",178155.54,"rev_ioc_22.08.01","STATE GARAGE REVOLVING","CENTRAL MANAGEMENT",NA,NA,"0303","0303","0",NA,"1","STATE GARAGE REVOLVING","H","Revolving Funds","1","1","REIMBURSEMENT/THIRD PARTY","36",".",NA,0,NA,0,"36"
"470",2021,"0314","416","0455",NA,NA,"RENTAL INCOME",445340.1,NA,"FACILITIES MANAGEMENT REVOLV","CENTRAL MANAGEMENT","H","REVOLVING FUNDS","0314","0314","0",NA,"1","FACILITIES MANAGEMENT REVOLV","H","Revolving Funds","1","1","RENTAL INCOME","36",".",NA,0,NA,0,"36"
"471",2021,"0331","370","0455",NA,NA,"RENTAL INCOME",3239.1,NA,"TREASURER'S RENTAL FEE","TREASURER","D","SPECIAL STATE FUNDS","0331","0331","0",NA,"1","TREASURER'S RENTAL FEE","D","Special State Funds","1","1","RENTAL INCOME","36",".",NA,0,NA,0,"36"
"472",2022,"0314","416","0455",NA,"9999","RENTAL INCOME",552144.46,"rev_ioc_22.08.01","FACILITIES MANAGEMENT REVOLV","CENTRAL MANAGEMENT",NA,NA,"0314","0314","0",NA,"1","FACILITIES MANAGEMENT REVOLV","H","Revolving Funds","1","1","RENTAL INCOME","36",".",NA,0,NA,0,"36"
"473",2022,"0331","370","0455",NA,"9999","RENTAL INCOME",353.7,"rev_ioc_22.08.01","TREASURER'S RENTAL FEE","TREASURER",NA,NA,"0331","0331","0",NA,"1","TREASURER'S RENTAL FEE","D","Special State Funds","1","1","RENTAL INCOME","36",".",NA,0,NA,0,"36"
"474",2021,"0001","691","0457",NA,NA,"REPAY TEACHERS SCHOLARSHIPS",912432.48,NA,"GENERAL REVENUE","IL STUDENT ASSISTANCE COMM","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","REPAY TEACHERS SCHOLARSHIPS","78",".",NA,0,NA,0,"78"
"475",2021,"0092","691","0457",NA,NA,"REPAY TEACHERS SCHOLARSHIPS",270,NA,"FEDERAL CONGRESS TEACHR SCHL","IL STUDENT ASSISTANCE COMM","G","FEDERAL TRUST FUNDS","0092","0092","0",NA,"1","FEDERAL CONGRESS TEACHR SCHL","G","Federal Trust Funds","1","1","REPAY TEACHERS SCHOLARSHIPS","78",".",NA,0,NA,0,"78"
"476",2021,"0242","691","0457",NA,NA,"REPAY TEACHERS SCHOLARSHIPS",44906.91,NA,"ISAC ACCOUNTS RECEIVABLE","IL STUDENT ASSISTANCE COMM","D","SPECIAL STATE FUNDS","0242","0242","0",NA,"1","ISAC ACCOUNTS RECEIVABLE","D","Special State Funds","1","1","REPAY TEACHERS SCHOLARSHIPS","78",".",NA,0,NA,0,"78"
"477",2022,"0001","691","0457",NA,"9999","REPAY TEACHERS SCHOLARSHIPS",626176.65,"rev_ioc_22.08.01","GENERAL REVENUE","IL STUDENT ASSISTANCE COMM",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","REPAY TEACHERS SCHOLARSHIPS","78",".",NA,0,NA,0,"78"
"478",2022,"0092","691","0457",NA,"9999","REPAY TEACHERS SCHOLARSHIPS",240,"rev_ioc_22.08.01","FEDERAL CONGRESS TEACHR SCHL","IL STUDENT ASSISTANCE COMM",NA,NA,"0092","0092","0",NA,"1","FEDERAL CONGRESS TEACHR SCHL","G","Federal Trust Funds","1","1","REPAY TEACHERS SCHOLARSHIPS","78",".",NA,0,NA,0,"78"
"479",2022,"0242","691","0457",NA,"9999","REPAY TEACHERS SCHOLARSHIPS",28543.62,"rev_ioc_22.08.01","ISAC ACCOUNTS RECEIVABLE","IL STUDENT ASSISTANCE COMM",NA,NA,"0242","0242","0",NA,"1","ISAC ACCOUNTS RECEIVABLE","D","Special State Funds","1","1","REPAY TEACHERS SCHOLARSHIPS","78",".",NA,0,NA,0,"78"
"480",2021,"0129","565","0467",NA,NA,"RIVERBOAT WAGERING TAX",176779040.52,NA,"STATE GAMING","ILLINOIS GAMING BOARD","D","SPECIAL STATE FUNDS","0129","0129","0",NA,"1","STATE GAMING","D","Special State Funds","1","1","RIVERBOAT WAGERING TAX","48",".",NA,0,NA,0,"48"
"481",2022,"0129","565","0467",NA,"9999","RIVERBOAT WAGERING TAX",319564488.11,"rev_ioc_22.08.01","STATE GAMING","ILLINOIS GAMING BOARD",NA,NA,"0129","0129","0",NA,"1","STATE GAMING","D","Special State Funds","1","1","RIVERBOAT WAGERING TAX","48",".",NA,0,NA,0,"48"
"482",2021,"0001","446","0468",NA,NA,"RETALIATORY TAX",160341932.82,NA,"GENERAL REVENUE","INSURANCE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","RETALIATORY TAX","24",".",NA,0,NA,0,"24"
"483",2022,"0001","446","0468",NA,"9999","RETALIATORY TAX",136286579.85,"rev_ioc_22.08.01","GENERAL REVENUE","INSURANCE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","RETALIATORY TAX","24",".",NA,0,NA,0,"24"
"484",2021,"0011","494","0470",NA,NA,"SAFETY VEHICLE INSPECTION",322903,NA,"ROAD","TRANSPORTATION","B","HIGHWAY FUNDS","0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1","SAFETY VEHICLE INSPECTION","35",".",NA,0,NA,0,"35"
"485",2022,"0011","494","0470",NA,"9999","SAFETY VEHICLE INSPECTION",317354,"rev_ioc_22.08.01","ROAD","TRANSPORTATION",NA,NA,"0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1","SAFETY VEHICLE INSPECTION","35",".",NA,0,NA,0,"35"
"486",2021,"0927","466","0471",NA,NA,"SALE OF LAND & STRUCTURES",56610.63,NA,"IL NATNL GUARD ARMORY CONSTR","MILITARY AFFAIRS","D","SPECIAL STATE FUNDS","0927","0927","0",NA,"1","IL NATNL GUARD ARMORY CONSTR","D","Special State Funds","1","1","SALE OF LAND & STRUCTURES","36",".",NA,0,NA,0,"36"
"487",2021,"0011","494","0473",NA,NA,"SALE OF USED AUTOS & EQUIP",1000,NA,"ROAD","TRANSPORTATION","B","HIGHWAY FUNDS","0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1","SALE OF USED AUTOS & EQUIP","36",".",NA,0,NA,0,"36"
"488",2022,"0011","494","0473",NA,"9999","SALE OF USED AUTOS & EQUIP",92949.5,"rev_ioc_22.08.01","ROAD","TRANSPORTATION",NA,NA,"0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1","SALE OF USED AUTOS & EQUIP","36",".",NA,0,NA,0,"36"
"489",2021,"0001","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",6878038740.81,NA,"GENERAL REVENUE","REVENUE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"490",2021,"0005","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",2437857054.8,NA,"GR - CS SPECIAL ACCT","REVENUE","A","GENERAL FUNDS","0005","0005","0",NA,"1","GR - CS SPECIAL ACCT","A","General Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"491",2021,"0152","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",6e+06,NA,"STATE CRIME LABORATORY","REVENUE","D","SPECIAL STATE FUNDS","0152","0152","0",NA,"1","STATE CRIME LABORATORY","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"492",2021,"0186","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",819408747.09,NA,"STATE AND LOCAL SALES TX REFRM","REVENUE","D","SPECIAL STATE FUNDS","0186","0186","0",NA,"1","STATE AND LOCAL SALES TX REFRM","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"493",2021,"0188","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",379974672.85,NA,"COUNTY & MASS TRANSIT DISTRICT","REVENUE","I","STATE TRUST FUNDS","0188","0188","0",NA,"1","COUNTY & MASS TRANSIT DISTRICT","I","State Trust Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"494",2021,"0189","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",1969278247.58,NA,"LOCAL GOVERNMENT TAX","REVENUE","I","STATE TRUST FUNDS","0189","0189","0",NA,"1","LOCAL GOVERNMENT TAX","I","State Trust Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"495",2021,"0412","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",5035411.2,NA,"COMMON SCHOOL","REVENUE","A","GENERAL FUNDS","0412","0412","0",NA,"1","COMMON SCHOOL","A","General Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"496",2021,"0627","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",214849641.34,NA,"PUBLIC TRANSPORTATION","REVENUE","D","SPECIAL STATE FUNDS","0627","0627","0",NA,"1","PUBLIC TRANSPORTATION","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"497",2021,"0648","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",215647368.51,NA,"DOWNSTATE PUBL TRANSPORTATION","REVENUE","D","SPECIAL STATE FUNDS","0648","0648","0",NA,"1","DOWNSTATE PUBL TRANSPORTATION","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"498",2021,"0694","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",62641000,NA,"CAPITAL PROJECTS","REVENUE","F","DEBT SERVICE FUNDS","0694","0694","0",NA,"1","CAPITAL PROJECTS","F","Debt Service Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"499",2021,"0928","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",5883474.33,NA,"STATE AVIATION PROGRAM","REVENUE","D","SPECIAL STATE FUNDS","0928","0928","0",NA,"1","STATE AVIATION PROGRAM","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"500",2021,"0960","492","0481",NA,NA,"ST RETAILER'S OCCUPATION TAX",182098321.26,NA,"BUILD ILLINOIS","REVENUE","D","SPECIAL STATE FUNDS","0960","0960","0",NA,"1","BUILD ILLINOIS","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"501",2022,"0001","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",7474841458.14,"rev_ioc_22.08.01","GENERAL REVENUE","REVENUE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"502",2022,"0005","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",2697499209.09,"rev_ioc_22.08.01","GR - CS SPECIAL ACCT","REVENUE",NA,NA,"0005","0005","0",NA,"1","GR - CS SPECIAL ACCT","A","General Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"503",2022,"0011","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",132404268,"rev_ioc_22.08.01","ROAD","REVENUE",NA,NA,"0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"504",2022,"0103","370","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",1954.63,"rev_ioc_22.08.01","ST. TREASURER'S ADMINISTRATIVE","TREASURER",NA,NA,"0103","0103","0",NA,"1","ST TREASURERS ADMINISTRATIVE","I","State Trust Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"505",2022,"0152","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",6e+06,"rev_ioc_22.08.01","STATE CRIME LABORATORY","REVENUE",NA,NA,"0152","0152","0",NA,"1","STATE CRIME LABORATORY","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"506",2022,"0186","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",547482034.75,"rev_ioc_22.08.01","STATE AND LOCAL SALES TX REFRM","REVENUE",NA,NA,"0186","0186","0",NA,"1","STATE AND LOCAL SALES TX REFRM","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"507",2022,"0188","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",488273067.69,"rev_ioc_22.08.01","COUNTY & MASS TRANSIT DISTRICT","REVENUE",NA,NA,"0188","0188","0",NA,"1","COUNTY & MASS TRANSIT DISTRICT","I","State Trust Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"508",2022,"0189","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",2389592372.1,"rev_ioc_22.08.01","LOCAL GOVERNMENT TAX","REVENUE",NA,NA,"0189","0189","0",NA,"1","LOCAL GOVERNMENT TAX","I","State Trust Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"509",2022,"0627","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",336017099.72,"rev_ioc_22.08.01","PUBLIC TRANSPORTATION","REVENUE",NA,NA,"0627","0627","0",NA,"1","PUBLIC TRANSPORTATION","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"510",2022,"0648","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",281639069.35,"rev_ioc_22.08.01","DOWNSTATE PUBL TRANSPORTATION","REVENUE",NA,NA,"0648","0648","0",NA,"1","DOWNSTATE PUBL TRANSPORTATION","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"511",2022,"0694","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",63988000,"rev_ioc_22.08.01","CAPITAL PROJECTS","REVENUE",NA,NA,"0694","0694","0",NA,"1","CAPITAL PROJECTS","F","Debt Service Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"512",2022,"0928","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",17328446.97,"rev_ioc_22.08.01","STATE AVIATION PROGRAM","REVENUE",NA,NA,"0928","0928","0",NA,"1","STATE AVIATION PROGRAM","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"513",2022,"0960","492","0481",NA,"9999","ST RETAILER'S OCCUPATION TAX",203185611.9,"rev_ioc_22.08.01","BUILD ILLINOIS","REVENUE",NA,NA,"0960","0960","0",NA,"1","BUILD ILLINOIS","D","Special State Funds","1","1","ST RETAILER'S OCCUPATION TAX","06",".",NA,0,NA,0,"06"
"514",2021,"0960","492","0482",NA,NA,"STATE ROT-2.2%",395413497.39,NA,"BUILD ILLINOIS","REVENUE","D","SPECIAL STATE FUNDS","0960","0960","0",NA,"1","BUILD ILLINOIS","D","Special State Funds","1","1","STATE ROT-2.2%","06",".",NA,0,NA,0,"06"
"515",2022,"0960","492","0482",NA,"9999","STATE ROT-2.2%",441203042.99,"rev_ioc_22.08.01","BUILD ILLINOIS","REVENUE",NA,NA,"0960","0960","0",NA,"1","BUILD ILLINOIS","D","Special State Funds","1","1","STATE ROT-2.2%","06",".",NA,0,NA,0,"06"
"516",2021,"0001","350","0492",NA,NA,"SECURITIES DIVISION",1041088.15,NA,"GENERAL REVENUE","SECRETARY OF STATE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","SECURITIES DIVISION","36",".",NA,0,NA,0,"36"
"517",2021,"0292","350","0492",NA,NA,"SECURITIES DIVISION",400450,NA,"SECURITIES INVESTORS EDUCATION","SECRETARY OF STATE","D","SPECIAL STATE FUNDS","0292","0292","0",NA,"1","SECURITIES INVESTORS EDUCATION","D","Special State Funds","1","1","SECURITIES DIVISION","36",".",NA,0,NA,0,"36"
"518",2022,"0001","350","0492",NA,"9999","SECURITIES DIVISION",36984928.89,"rev_ioc_22.08.01","GENERAL REVENUE","SECRETARY OF STATE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","SECURITIES DIVISION","36",".",NA,0,NA,0,"36"
"519",2021,"0739","446","0500",NA,NA,"SURETY BONDS",105872.28,NA,"GROUP WORKERS' COMP POOL INSOL","INSURANCE","D","SPECIAL STATE FUNDS","0739","0739","0",NA,"1","GROUP WORKERS' COMP POOL INSOL","D","Special State Funds","1","1","SURETY BONDS","24",".",NA,0,NA,0,"24"
"520",2022,"0739","446","0500",NA,"9999","SURETY BONDS",122152.81,"rev_ioc_22.08.01","GROUP WORKERS' COMP POOL INSOL","INSURANCE",NA,NA,"0739","0739","0",NA,"1","GROUP WORKERS' COMP POOL INSOL","D","Special State Funds","1","1","SURETY BONDS","24",".",NA,0,NA,0,"24"
"521",2021,"0001","350","0501",NA,NA,"STATE ARCHIVES",7991,NA,"GENERAL REVENUE","SECRETARY OF STATE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","STATE ARCHIVES","36",".",NA,0,NA,0,"36"
"522",2022,"0001","350","0501",NA,"9999","STATE ARCHIVES",5044.5,"rev_ioc_22.08.01","GENERAL REVENUE","SECRETARY OF STATE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","STATE ARCHIVES","36",".",NA,0,NA,0,"36"
"523",2021,"0438","406","0502",NA,NA,"SPACE RENTALS/FAIR",853246.45,NA,"IL STATE FAIR","AGRICULTURE","D","SPECIAL STATE FUNDS","0438","0438","0",NA,"1","IL STATE FAIR","D","Special State Funds","1","1","SPACE RENTALS/FAIR","36",".",NA,0,NA,0,"36"
"524",2022,"0438","406","0502",NA,"9999","SPACE RENTALS/FAIR",5619296.29,"rev_ioc_22.08.01","IL STATE FAIR","AGRICULTURE",NA,NA,"0438","0438","0",NA,"1","IL STATE FAIR","D","Special State Funds","1","1","SPACE RENTALS/FAIR","36",".",NA,0,NA,0,"36"
"525",2021,"0438","406","0510",NA,NA,"NON-FAIR  ACTIVITY   FEE",730325.73,NA,"IL STATE FAIR","AGRICULTURE","D","SPECIAL STATE FUNDS","0438","0438","0",NA,"1","IL STATE FAIR","D","Special State Funds","1","1","NON-FAIR  ACTIVITY   FEE","36",".",NA,0,NA,0,"36"
"526",2022,"0438","406","0510",NA,"9999","NON-FAIR  ACTIVITY   FEE",1266840.51,"rev_ioc_22.08.01","IL STATE FAIR","AGRICULTURE",NA,NA,"0438","0438","0",NA,"1","IL STATE FAIR","D","Special State Funds","1","1","NON-FAIR  ACTIVITY   FEE","36",".",NA,0,NA,0,"36"
"527",2021,"0001","350","0511",NA,NA,"STATE LIBRARY",2604.09,NA,"GENERAL REVENUE","SECRETARY OF STATE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","STATE LIBRARY","36",".",NA,0,NA,0,"36"
"528",2022,"0001","350","0511",NA,"9999","STATE LIBRARY",160.74,"rev_ioc_22.08.01","GENERAL REVENUE","SECRETARY OF STATE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","STATE LIBRARY","36",".",NA,0,NA,0,"36"
"529",2021,"0001","422","0512",NA,NA,"STATE   MUSEUM",339.13,NA,"GENERAL REVENUE","NATURAL RESOURCES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","STATE   MUSEUM","36",".",NA,0,NA,0,"36"
"530",2022,"0001","422","0512",NA,"9999","STATE   MUSEUM",391.65,"rev_ioc_22.08.01","GENERAL REVENUE","NATURAL RESOURCES",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","STATE   MUSEUM","36",".",NA,0,NA,0,"36"
"531",2021,"0001","493","0514",NA,NA,"STATE HIGHWAY POLICE",181668.4,NA,"GENERAL REVENUE","STATE POLICE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","STATE HIGHWAY POLICE","36",".",NA,0,NA,0,"36"
"532",2022,"0001","493","0514",NA,"9999","STATE HIGHWAY POLICE",64703.98,"rev_ioc_22.08.01","GENERAL REVENUE","STATE POLICE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","STATE HIGHWAY POLICE","36",".",NA,0,NA,0,"36"
"533",2021,"0137","422","0515",NA,NA,"SURETY  BOND  FORFEITURES",28000,NA,"PLUGGING & RESTORATION","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0137","0137","0",NA,"1","PLUGGING & RESTORATION","D","Special State Funds","1","1","SURETY  BOND  FORFEITURES","78",".",NA,0,NA,0,"78"
"534",2022,"0137","422","0515",NA,"9999","SURETY  BOND  FORFEITURES",105327.63,"rev_ioc_22.08.01","PLUGGING & RESTORATION","NATURAL RESOURCES",NA,NA,"0137","0137","0",NA,"1","PLUGGING & RESTORATION","D","Special State Funds","1","1","SURETY  BOND  FORFEITURES","78",".",NA,0,NA,0,"78"
"535",2021,"0455","557","0516",NA,NA,"TOLLS",1304213951.18,NA,"IL STATE TOLL HIGHWAY AUTH","IL STATE TOLL HIGHWAY AUTH","I","STATE TRUST FUNDS","0455","0455","0",NA,"1","IL STATE TOLL HIGHWAY REVENUE","I","State Trust Funds","1","1","TOLLS","36",".",NA,0,NA,0,"36"
"536",2022,"0455","557","0516",NA,"9999","TOLLS",1376525098.72,"rev_ioc_22.08.01","IL STATE TOLL HIGHWAY AUTH","IL STATE TOLL HIGHWAY AUTH",NA,NA,"0455","0455","0",NA,"1","IL STATE TOLL HIGHWAY REVENUE","I","State Trust Funds","1","1","TOLLS","36",".",NA,0,NA,0,"36"
"537",2021,"0001","350","0518",NA,NA,"UNCLAIMED ASSETS",528007.99,NA,"GENERAL REVENUE","SECRETARY OF STATE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","UNCLAIMED ASSETS","36",".",NA,0,NA,0,"36"
