fy,fund,agency,source,interfund_trans,from_fund,source_name.x,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,revenuesource,total,source_name_AWM,source_name.y,source_name_formula,rev_type,rev_type_name,amnesty,local,type_assigned,source_flag,med_option_recent,rev_type_new
2018,0369,406,0936,0,9999,COMM FEED MANUFACT & DIST,2335884.45,NA,FEED CONTROL,AGRICULTURE,NA,NA,0369,0369,0,NA,1,FEED CONTROL,D,Special State Funds,1,1,NA,NA,COMM FEED MANUFACT & DIST,COMM FEED MANUFACT & DIST,COMM FEED MANUFACT & DIST,39,.,NA,0,NA,NA,0,39
2019,0369,406,0936,0,9999,COMM FEED MANUFACT & DIST,2339610.56,rev ioc 12.11.2019,FEED CONTROL,AGRICULTURE,NA,NA,0369,0369,0,NA,1,FEED CONTROL,D,Special State Funds,1,1,NA,NA,COMM FEED MANUFACT & DIST,COMM FEED MANUFACT & DIST,COMM FEED MANUFACT & DIST,39,.,NA,0,NA,NA,0,39
2020,0369,406,0936,0,9999,COMM FEED MANUFACT & DIST,2380659.99,rev ioc 03.11.2020,FEED CONTROL,AGRICULTURE,NA,NA,0369,0369,0,NA,1,FEED CONTROL,D,Special State Funds,1,1,NA,NA,COMM FEED MANUFACT & DIST,COMM FEED MANUFACT & DIST,COMM FEED MANUFACT & DIST,39,.,NA,0,NA,NA,0,39
2021,0369,406,0936,NA,NA,COMM FEED MANUFACT & DIST,2296648.7,NA,FEED CONTROL,AGRICULTURE,D,SPECIAL STATE FUNDS,0369,0369,0,NA,1,FEED CONTROL,D,Special State Funds,1,1,NA,NA,COMM FEED MANUFACT & DIST,COMM FEED MANUFACT & DIST,COMM FEED MANUFACT & DIST,39,.,NA,0,NA,NA,0,39
2022,0369,406,0936,NA,9999,COMM FEED MANUFACT & DIST,2711542.23,rev_ioc_22.08.01,FEED CONTROL,AGRICULTURE,NA,NA,0369,0369,0,NA,1,FEED CONTROL,D,Special State Funds,1,1,NA,NA,COMM FEED MANUFACT & DIST,COMM FEED MANUFACT & DIST,COMM FEED MANUFACT & DIST,39,.,NA,0,NA,NA,0,39
1998,0001,340,0937,0,.,CONFERENCE FEES,3310,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
1998,0352,416,0937,0,.,CONFERENCE FEES,1463.25,rev IOC 13.08.02,NA,NA,NA,NA,0352,0352,0,NA,1,MINORITY&FEMALE BUS ENTERPRISE,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
1999,0352,416,0937,0,.,CONFERENCE FEES,1825,rev_IOC 13.08.02,NA,NA,NA,NA,0352,0352,0,NA,1,MINORITY&FEMALE BUS ENTERPRISE,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2000,0352,416,0937,0,.,CONFERENCE FEES,12905,rev IOC 13.08.02,NA,NA,NA,NA,0352,0352,0,NA,1,MINORITY&FEMALE BUS ENTERPRISE,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2001,0352,416,0937,0,.,CONFERENCE FEES,10267.2,rev IOC 13.08.02,NA,NA,NA,NA,0352,0352,0,NA,1,MINORITY&FEMALE BUS ENTERPRISE,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2001,0573,422,0937,0,.,CONFERENCE FEES,3705,rev IOC 13.08.02,NA,NA,NA,NA,0573,0573,0,NA,1,PETROLEUM RESOURCE REVOLVING,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2002,0352,416,0937,0,.,CONFERENCE FEES,8300,rev IOC 13.08.02,NA,NA,NA,NA,0352,0352,0,NA,1,MINORITY&FEMALE BUS ENTERPRISE,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2002,0538,541,0937,0,.,CONFERENCE FEES,2600,rev IOC 13.08.02,NA,NA,NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2003,0352,416,0937,0,.,CONFERENCE FEES,1000,rev IOC 13.08.02,NA,NA,NA,NA,0352,0352,0,NA,1,MINORITY&FEMALE BUS ENTERPRISE,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2003,0387,420,0937,0,.,CONFERENCE FEES,11025,rev IOC 13.08.02,NA,NA,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2003,0538,541,0937,0,.,CONFERENCE FEES,5771,rev IOC 13.08.02,NA,NA,NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2003,0573,422,0937,0,.,CONFERENCE FEES,5010.96,rev IOC 13.08.02,NA,NA,NA,NA,0573,0573,0,NA,1,PETROLEUM RESOURCE REVOLVING,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2004,0352,416,0937,0,.,CONFERENCE FEES,825,rev IOC 13.08.02,NA,NA,NA,NA,0352,0352,0,NA,1,MINORITY&FEMALE BUS ENTERPRISE,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2004,0387,420,0937,0,.,CONFERENCE FEES,11975,rev IOC 13.08.02,NA,NA,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2004,0538,541,0937,0,.,CONFERENCE FEES,10569.85,rev IOC 13.08.02,NA,NA,NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2004,0573,422,0937,0,.,CONFERENCE FEES,5389.52,rev IOC 13.08.02,NA,NA,NA,NA,0573,0573,0,NA,1,PETROLEUM RESOURCE REVOLVING,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2005,0011,494,0937,0,.,CONFERENCE FEES,22125,rev IOC 13.08.02,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2005,0352,416,0937,0,.,CONFERENCE FEES,750,rev IOC 13.08.02,NA,NA,NA,NA,0352,0352,0,NA,1,MINORITY&FEMALE BUS ENTERPRISE,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2005,0387,420,0937,0,.,CONFERENCE FEES,1465,rev IOC 13.08.02,NA,NA,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2005,0538,541,0937,0,.,CONFERENCE FEES,10597.5,rev IOC 13.08.02,NA,NA,NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2005,0573,422,0937,0,.,CONFERENCE FEES,2560.93,rev IOC 13.08.02,NA,NA,NA,NA,0573,0573,0,NA,1,PETROLEUM RESOURCE REVOLVING,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2006,0011,494,0937,0,.,CONFERENCE FEES,750,rev IOC 13.08.02,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2006,0052,427,0937,0,.,CONFERENCE FEES,59270,rev IOC 13.08.02,NA,NA,NA,NA,0052,0052,0,NA,1,FEDERAL TITLE III SS & EMPLOY,G,Federal Trust Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2006,0352,416,0937,0,.,CONFERENCE FEES,100,rev IOC 13.08.02,NA,NA,NA,NA,0352,0352,0,NA,1,MINORITY&FEMALE BUS ENTERPRISE,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2006,0387,420,0937,0,.,CONFERENCE FEES,10100,rev IOC 13.08.02,NA,NA,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2006,0538,541,0937,0,.,CONFERENCE FEES,6167,rev IOC 13.08.02,NA,NA,NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2006,0573,422,0937,0,.,CONFERENCE FEES,496.83,rev IOC 13.08.02,NA,NA,NA,NA,0573,0573,0,NA,1,PETROLEUM RESOURCE REVOLVING,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2006,0688,588,0937,0,.,CONFERENCE FEES,67967.2,rev IOC 13.08.02,NA,NA,NA,NA,0688,0688,0,NA,1,IEMA STATE PROJECTS,I,State Trust Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2006,0984,420,0937,0,.,CONFERENCE FEES,9000,rev IOC 13.08.02,NA,NA,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2007,0052,427,0937,0,9999,CONFERENCE FEES,1625,rev IOC 13.08.02,NA,NA,NA,NA,0052,0052,0,NA,1,FEDERAL TITLE III SS & EMPLOY,G,Federal Trust Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2007,0387,420,0937,0,9999,CONFERENCE FEES,11430,rev IOC 13.08.02,NA,NA,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2007,0538,541,0937,0,9999,CONFERENCE FEES,17020,rev IOC 13.08.02,NA,NA,NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2007,0573,422,0937,0,9999,CONFERENCE FEES,122.31,rev IOC 13.08.02,NA,NA,NA,NA,0573,0573,0,NA,1,PETROLEUM RESOURCE REVOLVING,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2007,0688,588,0937,0,9999,CONFERENCE FEES,48405,rev IOC 13.08.02,NA,NA,NA,NA,0688,0688,0,NA,1,IEMA STATE PROJECTS,I,State Trust Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2007,0973,420,0937,0,9999,CONFERENCE FEES,750,rev IOC 13.08.02,NA,NA,NA,NA,0973,0973,0,NA,1,IL CAPITAL REVOLVING LOAN,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2007,0984,420,0937,0,9999,CONFERENCE FEES,5000,rev IOC 13.08.02,NA,NA,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2008,0387,420,0937,0,9999,CONFERENCE FEES,18225,rev IOC 13.08.02,NA,NA,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2008,0538,541,0937,0,9999,CONFERENCE FEES,21465,rev IOC 13.08.02,NA,NA,NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2008,0688,588,0937,0,9999,CONFERENCE FEES,164945,rev IOC 13.08.02,NA,NA,NA,NA,0688,0688,0,NA,1,IEMA STATE PROJECTS,I,State Trust Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2008,0984,420,0937,0,9999,CONFERENCE FEES,6800,rev IOC 13.08.02,NA,NA,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2009,0174,494,0937,0,9999,CONFERENCE FEES,4099.13,rev IOC 13.08.02,NA,NA,NA,NA,0174,0174,0,NA,1,IDOT SPECIAL PROJECTS,I,State Trust Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2009,0387,420,0937,0,9999,CONFERENCE FEES,8565.14,rev IOC 13.08.02,NA,NA,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2009,0538,541,0937,0,9999,CONFERENCE FEES,19140,rev IOC 13.08.02,NA,NA,NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2009,0688,588,0937,0,9999,CONFERENCE FEES,57748.75,rev IOC 13.08.02,NA,NA,NA,NA,0688,0688,0,NA,1,IEMA STATE PROJECTS,I,State Trust Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2009,0984,420,0937,0,9999,CONFERENCE FEES,1500,rev IOC 13.08.02,NA,NA,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2010,0174,494,0937,0,9999,CONFERENCE FEES,8775,rev IOC 13.08.02,NA,NA,NA,NA,0174,0174,0,NA,1,IDOT SPECIAL PROJECTS,I,State Trust Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2010,0387,420,0937,0,9999,CONFERENCE FEES,13950,rev IOC 13.08.02,NA,NA,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2010,0688,588,0937,0,9999,CONFERENCE FEES,63937,rev IOC 13.08.02,NA,NA,NA,NA,0688,0688,0,NA,1,IEMA STATE PROJECTS,I,State Trust Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2011,0387,420,0937,0,9999,CONFERENCE FEES,5050,rev IOC 13.08.02,NA,NA,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2012,0690,444,0937,0,9999,CONFERENCE FEES,33000,rev IOC 13.08.02,NA,NA,NA,NA,0690,0690,0,NA,1,DHS PRIVATE RESOURCE,I,State Trust Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2012,0984,420,0937,0,9999,CONFERENCE FEES,7519,rev IOC 13.08.02,NA,NA,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2013,0387,420,0937,0,9999,CONFERENCE FEES,5950,rev IOC 13.08.02,NA,NA,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2013,0538,541,0937,0,9999,CONFERENCE FEES,620,rev IOC 13.08.02,NA,NA,NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2013,0984,420,0937,0,9999,CONFERENCE FEES,3500,rev IOC 13.08.02,NA,NA,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2014,0387,420,0937,0,9999,CONFERENCE FEES,100,rev IOC 15.09.28,SMALL BUS ENVIRONMENTAL ASSIST,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2014,0538,541,0937,0,9999,CONFERENCE FEES,25,rev IOC 15.09.28,IL HISTORIC SITES,HISTORIC PRESERVATION AGENCY,NA,NA,0538,0538,0,NA,1,IL HISTORIC SITES,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2014,0984,420,0937,0,9999,CONFERENCE FEES,15744.64,rev IOC 15.09.28,INTERNATIONAL & PROMOTIONAL,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2015,0984,420,0937,0,9999,CONFERENCE FEES,20000,rev ioc 16.01.07,INTERNATIONAL & PROMOTIONAL,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2016,0984,420,0937,0,9999,CONFERENCE FEES,2475,rev ioc 16.08.04,INTERNATIONAL & PROMOTIONAL,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2017,0984,420,0937,0,9999,CONFERENCE FEES,550,rev ioc 17.11.29,INTERNATIONAL & PROMOTIONAL,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2018,0011,494,0937,0,9999,CONFERENCE FEES,12430,NA,ROAD,TRANSPORTATION,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2018,0984,420,0937,0,9999,CONFERENCE FEES,23850,NA,INTERNATIONAL & PROMOTIONAL,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2019,0011,494,0937,0,9999,CONFERENCE FEES,9188.46,rev ioc 12.11.2019,ROAD,TRANSPORTATION,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2019,0387,420,0937,0,9999,CONFERENCE FEES,7050,rev ioc 12.11.2019,SMALL BUS ENVIRONMENTAL ASSIST,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0387,0387,0,NA,1,SMALL BUS ENVIRONMENTAL ASSIST,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2019,0984,420,0937,0,9999,CONFERENCE FEES,33404.56,rev ioc 12.11.2019,INTERNATIONAL & PROMOTIONAL,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2020,0011,494,0937,0,9999,CONFERENCE FEES,10331.79,rev ioc 03.11.2020,ROAD,TRANSPORTATION,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2020,0173,588,0937,0,9999,CONFERENCE FEES,51050,rev ioc 03.11.2020,EMERGENCY PLANNING & TRAINING,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0173,0173,0,NA,1,EMERGENCY PLANNING & TRAINING,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2020,0984,420,0937,0,9999,CONFERENCE FEES,32850,rev ioc 03.11.2020,INTERNATIONAL & PROMOTIONAL,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2021,0984,420,0937,NA,NA,CONFERENCE FEES,5100,NA,INTERNATIONAL & PROMOTIONAL,COMMERCE AND ECONOMIC OPPORTUN,D,SPECIAL STATE FUNDS,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2022,0011,494,0937,NA,9999,CONFERENCE FEES,3356.35,rev_ioc_22.08.01,ROAD,TRANSPORTATION,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2022,0173,588,0937,NA,9999,CONFERENCE FEES,22375,rev_ioc_22.08.01,EMERGENCY PLANNING & TRAINING,IL EMERGENCY MANAGEMENT AGCY,NA,NA,0173,0173,0,NA,1,EMERGENCY PLANNING & TRAINING,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
2022,0984,420,0937,NA,9999,CONFERENCE FEES,15500,rev_ioc_22.08.01,INTERNATIONAL & PROMOTIONAL,COMMERCE AND ECONOMIC OPPORTUN,NA,NA,0984,0984,0,NA,1,INTERNATIONAL & PROMOTIONAL,D,Special State Funds,1,1,NA,NA,CONFERENCE FEES,CONFERENCE FEES,CONFERENCE FEES,39,.,NA,0,NA,NA,0,39
1998,0543,360,0938,0,.,COURT ORDERED CHILD SUPPORT,197774,rev IOC 13.08.02,NA,NA,NA,NA,0543,0543,0,NA,1,COMPTROLLER'S ADMINISTRATIVE,D,Special State Funds,1,1,NA,NA,COURT ORDERED CHILD SUPPORT,COURT ORDERED CHILD SUPPORT,COURT ORDERED CHILD SUPPORT,39,.,NA,0,NA,NA,0,39
1999,0543,360,0938,0,.,COURT ORDERED CHILD SUPPORT,204335.4,rev_IOC 13.08.02,NA,NA,NA,NA,0543,0543,0,NA,1,COMPTROLLER'S ADMINISTRATIVE,D,Special State Funds,1,1,NA,NA,COURT ORDERED CHILD SUPPORT,COURT ORDERED CHILD SUPPORT,COURT ORDERED CHILD SUPPORT,39,.,NA,0,NA,NA,0,39
2000,0543,360,0938,0,.,COURT ORDERED CHILD SUPPORT,211699.5,rev IOC 13.08.02,NA,NA,NA,NA,0543,0543,0,NA,1,COMPTROLLER'S ADMINISTRATIVE,D,Special State Funds,1,1,NA,NA,COURT ORDERED CHILD SUPPORT,COURT ORDERED CHILD SUPPORT,COURT ORDERED CHILD SUPPORT,39,.,NA,0,NA,NA,0,39
2001,0543,360,0938,0,.,COURT ORDERED CHILD SUPPORT,222827.6,rev IOC 13.08.02,NA,NA,NA,NA,0543,0543,0,NA,1,COMPTROLLER'S ADMINISTRATIVE,D,Special State Funds,1,1,NA,NA,COURT ORDERED CHILD SUPPORT,COURT ORDERED CHILD SUPPORT,COURT ORDERED CHILD SUPPORT,39,.,NA,0,NA,NA,0,39
2002,0543,360,0938,0,.,COURT ORDERED CHILD SUPPORT,236284.7,rev IOC 13.08.02,NA,NA,NA,NA,0543,0543,0,NA,1,COMPTROLLER'S ADMINISTRATIVE,D,Special State Funds,1,1,NA,NA,COURT ORDERED CHILD SUPPORT,COURT ORDERED CHILD SUPPORT,COURT ORDERED CHILD SUPPORT,39,.,NA,0,NA,NA,0,39
