fy,fund,fund_name,agency,agency_name,appr_org,org_name,obj_seq_type,appn_net_xfer,expenditure,data_source,object,category,sequence,type,trans_agency,trans_type,wh_approp_name,fund_cat,fund_cat_name.x,expenditurethrough6302022,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,refund,pension,eehc,group,group_name,year
2013,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,31,CLIENT ASSISTANCE PROJECT,11800000,184000,58836.24,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2013
2013,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,32,DHS ADMINISTRATION,11800000,230000,223281.33,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2013
2014,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,15,ADMIN & PROGRAM SUPPORT,11800000,2300000,1379797.76,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2014
2014,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,16,MANAGEMENT INFORMATION SERVICE,11800000,705700,371674.88,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2014
2014,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,30,REHABILITATION SERVICE BUREAUS,11800000,12300400,8923576.39,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2014
2014,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,31,CLIENT ASSISTANCE PROJECT,11800000,184000,42230.6,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2014
2015,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,15,ADMIN & PROGRAM SUPPORT,11800000,1495000,1100083.11,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2015
2015,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,16,MANAGEMENT INFORMATION SERVICE,11800000,299000,278885.04,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2015
2015,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,30,REHABILITATION SERVICE BUREAUS,11800000,11978400,8001415.47,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2015
2015,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,31,CLIENT ASSISTANCE PROJECT,11800000,184000,26941.2,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2015
2016,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,15,ADMIN & PROGRAM SUPPORT,11800000,1495000,1188908.44,exp ioc 16.10.24,1180,1,00,00,.,.,CONTRIBUTION GROUP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2016
2016,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,16,MANAGEMENT INFORMATION SERVICE,11800000,299000,290557.1,exp ioc 16.10.24,1180,1,00,00,.,.,CONTRIBUTION GROUP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2016
2016,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,30,REHABILITATION SERVICE BUREAUS,11800000,12389400,8680679.11,exp ioc 16.10.24,1180,1,00,00,.,.,CONTRIBUTION GROUP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2016
2016,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,31,CLIENT ASSISTANCE PROJECT,11800000,184000,11576.51,exp ioc 16.10.24,1180,1,00,00,.,.,CONTRIBUTION GROUP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2016
2017,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,15,ADMIN & PROGRAM SUPPORT,11800000,1560000,1033780.05,exp ioc 17.11.29,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2017
2017,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,16,MANAGEMENT INFORMATION SERVICE,11800000,312000,38940.57,exp ioc 17.11.29,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2017
2017,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,30,REHABILITATION SERVICE BUREAUS,11800000,12763200,7745359.66,exp ioc 17.11.29,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2017
2018,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,15,ADMIN & PROGRAM SUPPORT,11800000,1560000,783427.37,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2018
2018,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,16,MANAGEMENT INFORMATION SERVICE,11800000,72000,70516.94,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2018
2018,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,30,REHABILITATION SERVICE BUREAUS,11800000,12763200,7898803.17,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2018
2019,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,15,ADMIN & PROGRAM SUPPORT,11800000,1560000,750126.71,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2019
2019,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,30,REHABILITATION SERVICE BUREAUS,11800000,12763200,7969778.14,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2019
2020,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,15,ADMIN & PROGRAM SUPPORT,11800000,1560000,700199.49,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2020
2020,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,16,MANAGEMENT INFORMATION SERVICE,11800000,72000,51780.19,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2020
2020,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,30,REHABILITATION SERVICE BUREAUS,11800000,12859200,7418666.23,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2020
2021,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,30,REHABILITATION SERVICE BUREAUS,11800000,14198700,8363069.76,NA,1180,1,00,00,.,.,GROUP INSURANCE,G,FEDERAL TRUST FUNDS,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2021
2021,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,15,ADMIN & PROGRAM SUPPORT,11800000,1722500,1158629.45,NA,1180,1,00,00,.,.,GROUP INSURANCE,G,FEDERAL TRUST FUNDS,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2021
2021,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,16,MANAGEMENT INFORMATION SERVICE,11800000,79500,75075.52,NA,1180,1,00,00,.,.,GROUP INSURANCE,G,FEDERAL TRUST FUNDS,NA,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2021
2022,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,15,ADMIN & PROGRAM SUPPORT,11800000,1901600,878572.42,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,844210.1499999999,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2022
2022,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,16,MANAGEMENT INFORMATION SERVICE,11800000,87800,49015.92,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,46973.59000000001,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2022
2022,0081,VOCATIONAL REHABILITATION,444,HUMAN SERVICES,30,REHABILITATION SERVICE BUREAUS,11800000,15821700,8736477.06,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,8356645.43,0081,0081,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,not refund,0,1,444,444,2022
1998,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,137800,134516.7,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,1998
1998,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,MANAGEMENT SERVICES,11800000,5300,3724.98,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,1998
1999,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,145881,145804,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,1999
1999,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,MANAGEMENT SERVICES,11800000,5500,5211.44,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,1999
2000,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,113415,113409.64,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2000
2000,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,MANAGEMENT SERVICES,11800000,5800,5619.84,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2000
2001,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,144600,143609.22,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2001
2001,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,MANAGEMENT SERVICES,11800000,7400,5271.63,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2001
2002,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,170000,169921.07,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2002
2002,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,MANAGEMENT SERVICES,11800000,8400,6107.52,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2002
2003,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,176700,136843.39,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2003
2003,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,MANAGEMENT SERVICES,11800000,9300,5842.56,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2003
2004,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,165000,138459.73,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2004
2004,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX OPERATIONS,11800000,11000,8833.75,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2004
2005,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,180000,151009.42,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2005
2005,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX OPERATIONS,11800000,4472,4471.43,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2005
2006,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,165600,112856.46,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2006
2007,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,58000,50325.93,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2007
2007,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX OPERATIONS,11800000,116000,94184.88,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2007
2008,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,15,TAX ENFORCEMENT,11800000,59200,33826.51,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2008
2008,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX OPERATIONS,11800000,118400,84772.73,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2008
2009,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX OPERATIONS,11800000,190800,134747.18,exp IOC 13.10.15,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2009
2010,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX OPERATIONS,11800000,190800,56972.88,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2010
2011,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX OPERATIONS,11800000,101500,67068.13,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2011
2012,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX OPERATIONS,11800000,105000,102634.32,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2012
2013,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX OPERATIONS,11800000,138000,112552.17,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2013
2014,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX OPERATIONS,11800000,138000,118874.47,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2014
2015,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX ADMINISTRATION & ENFORCE,11800000,138000,75142.56,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2015
2016,0085,IL GAMING LAW ENFORCEMENT,492,REVENUE,27,TAX ADMINISTRATION & ENFORCE,11800000,144000,45914.35,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,not refund,0,1,492,492,2016
1998,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,111300,81214.66,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,1998
1999,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,103900,73191.98,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,1999
2000,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,110200,75974.21,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2000
2001,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,125800,105299.64,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2001
2002,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,142800,123044.52,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2002
2003,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,158100,108751.28,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2003
2004,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,198000,154646.7,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2004
2005,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,198000,190030.37,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2005
2006,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,289800,258492.56,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2006
2007,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,290000,270575.58,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2007
2008,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,319700,292338.18,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2008
2009,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,333900,300743.22,exp IOC 13.10.15,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2009
2010,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,333900,286385.13,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2010
2011,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,171564,159158.48,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2011
2012,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,294000,164390.96,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2012
2013,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,210000,208108.88,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2013
2014,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,188000,187985.88,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2014
2015,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,253000,164281.17,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2015
2016,0089,SUBTITLE D MANAGEMENT,532,ENVIRONMENTAL PROTECT AGENCY,30,LAND POLLUTION CONTROL,11800000,253000,240564.48,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0089,0089,0,NA,1,SUBTITLE D MANAGEMENT,D,Special State Funds,1,1,not refund,0,1,532,532,2016
